published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2023-10-11,373.2,410.5,373.2,410.5,9.99,120801.0,48090816.0,1
2023-10-12,418.7,451.5,402.0,440.1,7.21,53234.0,23483653.8,1
2023-10-16,431.3,431.3,396.1,407.5,-7.41,71195.0,29079421.2,-1
2023-10-17,407.5,432.0,407.5,429.6,5.42,40342.0,16847598.0,1
2023-10-18,425.0,460.0,416.5,450.1,4.77,24712.0,10898431.5,1
2023-10-19,450.1,457.0,441.1,446.8,-0.73,32579.0,14556051.8,-1
2023-10-29,437.9,437.9,421.1,431.5,-3.42,22589.0,9657425.2,-1
2023-10-30,423.1,454.0,423.1,441.5,2.32,20413.0,8885208.3,1
2023-10-31,440.0,445.2,433.1,442.0,0.11,10300.0,4511765.0,1
2023-11-01,435.0,448.8,435.0,438.0,-0.9,12368.0,5426794.0,-1
2023-11-02,431.0,436.0,431.0,434.0,-0.91,9660.0,4194772.0,-1
2023-11-05,435.0,435.0,415.0,424.8,-2.12,16710.0,7017474.4,-1
2023-11-06,420.0,439.0,417.6,427.0,0.52,12244.0,5233875.9,1
2023-11-07,420.1,445.0,420.1,431.1,0.96,14060.0,6165817.0,1
2023-11-08,439.5,468.0,439.0,460.0,6.7,36200.0,16571840.0,1
2023-11-09,463.0,465.0,446.7,452.0,-1.74,17631.0,8018540.0,-1
2023-11-20,445.0,474.0,443.0,462.0,2.21,26462.0,12207292.2,1
2023-11-21,459.0,464.8,446.0,462.0,0.0,15340.0,6996732.7,0
2023-11-22,452.9,492.0,452.9,484.5,4.87,21333.0,9953339.4,1
2023-11-23,475.0,520.0,471.0,515.0,6.3,24561.0,12305952.5,1
2023-11-26,510.0,534.0,501.0,531.0,3.11,28973.0,15107771.6,1
2023-11-27,520.4,530.0,497.1,515.2,-2.98,54021.0,27764784.7,-1
2023-11-28,505.0,525.0,504.9,514.0,-0.23,18057.0,9309471.0,-1
2023-11-29,520.0,545.0,503.9,523.0,1.75,16010.0,8342634.0,1
2023-11-30,533.4,533.4,499.8,501.2,-4.17,22157.0,11218077.0,-1
2023-12-03,500.0,508.0,492.0,500.0,-0.24,12907.0,6437275.4,-1
2023-12-04,495.0,515.0,493.0,506.0,1.2,17551.0,8895253.1,1
2023-12-05,500.0,510.0,485.2,486.0,-3.95,29374.0,14553289.7,-1
2023-12-06,495.0,504.0,481.0,485.0,-0.21,15690.0,7666260.8,-1
2023-12-07,475.3,512.0,475.3,507.0,4.54,31801.0,15851777.9,1
2023-12-10,510.0,530.0,510.0,516.0,1.78,4610.0,2430538.5,1
2023-12-11,526.0,536.5,506.0,513.5,-0.48,39771.0,20490736.9,-1
2023-12-12,510.0,535.3,506.0,529.5,3.12,57697.0,30193318.0,1
2023-12-13,539.0,573.0,522.0,554.1,4.65,48659.0,27046929.9,1
2023-12-14,544.0,575.2,544.0,555.0,0.16,19222.0,10768815.0,1
2023-12-17,544.0,575.0,534.0,575.0,3.6,25631.0,14566786.3,1
2023-12-18,570.0,579.0,550.0,553.0,-3.83,46249.0,25957554.1,-1
2023-12-19,550.1,572.0,545.0,568.9,2.88,37834.0,21154288.0,1
2023-12-20,580.2,605.0,563.0,592.0,4.06,53369.0,31367076.9,1
2023-12-21,581.0,651.2,581.0,651.0,9.97,71420.0,44760450.4,1
2023-12-24,651.0,716.1,642.1,687.0,5.53,69213.0,47475785.4,1
2023-12-27,700.7,701.0,661.2,685.0,-0.29,53036.0,35696529.4,-1
2023-12-28,685.0,707.0,666.2,704.9,2.91,54518.0,37674327.8,1
2024-01-01,704.9,747.6,686.0,701.0,-0.55,40322.0,28255946.5,-1
2024-01-02,687.0,707.8,670.1,707.8,0.97,71934.0,48872704.9,1
2024-01-03,695.0,720.1,673.0,720.1,1.74,35844.0,25145732.5,1
2024-01-04,720.0,775.0,706.0,775.0,7.62,76502.0,56025818.0,1
2024-01-07,782.0,805.8,745.0,795.6,2.66,46744.0,36313478.3,1
2024-01-08,779.7,786.4,762.3,777.0,-2.34,39975.0,30917618.5,-1
2024-01-09,782.0,782.0,736.0,736.0,-5.28,77066.0,58045526.0,-1
2024-01-10,722.0,752.0,715.0,728.4,-1.03,26029.0,18991447.2,-1
2024-01-11,728.4,742.9,707.0,721.0,-1.02,29185.0,20831407.0,-1
2024-01-14,715.0,746.0,715.0,736.0,2.08,25615.0,18587989.0,1
2024-01-16,746.0,759.9,721.7,750.0,1.9,31796.0,23446845.9,1
2024-01-17,765.0,765.0,719.1,736.0,-1.87,27012.0,19914033.0,-1
2024-01-18,722.0,729.0,708.0,715.0,-2.85,20185.0,14489378.0,-1
2024-01-21,722.0,749.9,709.0,709.4,-0.78,13505.0,9648867.5,-1
2024-01-22,700.1,720.0,690.1,710.0,0.08,14210.0,9968818.6,1
2024-01-23,696.0,722.0,689.0,700.0,-1.41,13159.0,9215198.4,-1
2024-01-24,687.1,714.0,685.0,700.0,0.0,20819.0,14408684.4,0
2024-01-25,686.0,699.0,680.0,699.0,-0.14,13068.0,9007925.0,-1
2024-01-28,700.0,710.0,683.0,701.0,0.29,8004.0,5552104.0,1
2024-01-29,689.0,715.0,689.0,704.9,0.56,9685.0,6772777.5,1
2024-01-30,692.0,734.0,692.0,707.0,0.3,12962.0,9258603.2,1
2024-01-31,700.0,721.0,696.0,696.0,-1.56,15063.0,10569504.0,-1
2024-02-01,688.0,696.0,682.1,684.0,-1.72,10476.0,7192613.4,-1
2024-02-04,690.0,691.5,671.1,673.0,-1.61,8927.0,6059077.1,-1
2024-02-05,670.0,689.0,670.0,683.0,1.49,5566.0,3780777.9,1
2024-02-06,685.0,700.0,670.0,689.0,0.88,6864.0,4719812.0,1
2024-02-07,702.7,702.7,682.0,692.0,0.44,14062.0,9726928.0,1
2024-02-08,690.0,705.0,686.1,700.0,1.16,11615.0,8141318.0,1
2024-02-11,710.0,726.0,693.1,703.0,0.43,8934.0,6284359.7,1
2024-02-12,692.0,709.0,692.0,707.0,0.57,8475.0,5943211.0,1
2024-02-13,693.2,730.3,693.2,721.8,2.09,39381.0,28184338.6,1
2024-02-14,734.0,736.2,712.1,730.0,1.14,28088.0,20395283.1,1
2024-02-15,730.0,739.0,705.0,715.0,-2.05,12122.0,8674407.0,-1
2024-02-18,700.7,715.0,692.0,696.0,-2.66,13125.0,9221614.0,-1
2024-02-20,696.0,713.0,692.0,708.0,1.72,17501.0,12293589.5,1
2024-02-21,720.0,720.0,690.7,706.0,-0.28,16385.0,11429781.1,-1
2024-02-22,699.0,700.0,681.0,700.0,-0.85,7472.0,5152881.3,-1
2024-02-25,700.0,700.0,670.0,687.0,-1.86,7718.0,5265138.0,-1
2024-02-26,690.0,700.0,663.6,690.0,0.44,11450.0,7714382.0,1
2024-02-27,676.2,690.0,668.0,689.7,-0.04,2090.0,1416897.2,-1
2024-02-28,676.0,689.0,667.5,687.0,-0.39,10772.0,7262852.5,-1
2024-02-29,673.4,683.3,658.0,670.0,-2.47,8562.0,5702664.0,-1
2024-03-03,657.1,661.0,648.6,654.0,-2.39,3505.0,2290663.5,-1
2024-03-04,667.0,693.6,667.0,693.0,5.96,5300.0,3667755.0,1
2024-03-05,706.8,706.8,663.0,667.0,-3.75,5519.0,3717937.9,-1
2024-03-06,655.0,677.0,654.3,672.0,0.75,8096.0,5374624.0,1
2024-03-07,680.0,680.0,658.0,675.0,0.45,7320.0,4870804.0,1
2024-03-10,663.6,679.0,663.6,678.0,0.44,4150.0,2788734.5,1
2024-03-12,672.1,702.9,672.0,702.9,3.67,15680.0,10801165.5,1
2024-03-13,690.3,704.0,690.0,703.0,0.01,9778.0,6815937.6,1
2024-03-14,700.0,713.7,690.0,713.7,1.52,12900.0,9038030.5,1
